filename,width,height,class,xmin,ymin,xmax,ymax
car (1610).JPEG,259,194,dent,94,75,140,113
car (1611).JPEG,261,193,dent,94,113,135,143
car (1611).JPEG,261,193,scratch,34,128,81,147
car (1612).JPEG,244,206,intense_damage,43,22,194,133
car (1613).JPEG,244,206,intense_damage,60,42,218,151
car (1614).JPEG,259,194,intense_damage,94,61,174,118
car (1615).JPEG,259,194,intense_damage,87,74,151,133
car (1616).JPEG,259,194,intense_damage,61,44,235,106
car (1617).JPEG,251,201,intense_damage,100,67,188,143
car (1618).jpeg,256,197,intense_damage,22,51,243,105
car (1619).JPEG,259,194,intense_damage,111,41,257,145
car (1619).JPEG,259,194,scratch,187,162,243,183
car (162).JPEG,259,194,intense_damage,93,118,122,142
car (1620).JPEG,244,206,intense_damage,64,58,167,154
car (1620).JPEG,244,206,dent,162,84,200,147
car (1621).JPEG,280,180,dent,32,81,101,129
car (1622).JPEG,259,194,dent,29,49,97,113
car (1623).JPEG,284,177,intense_damage,109,83,242,159
car (1624).JPEG,275,183,intense_damage,188,48,264,126
car (1625).JPEG,274,184,dent,106,53,162,123
car (1625).JPEG,274,184,dent,164,66,194,100
car (1626).JPEG,267,188,dent,151,75,202,103
car (1626).JPEG,267,188,intense_damage,96,114,195,183
car (1627).JPEG,259,194,scratch,72,108,135,144
car (1627).JPEG,259,194,intense_damage,51,83,150,156
car (1627).JPEG,259,194,dent,49,44,119,88
car (1627).JPEG,259,194,dent,127,97,182,119
car (1628).JPEG,269,188,scratch,135,118,199,125
car (1628).JPEG,269,188,dent,86,82,143,121
car (1628).JPEG,269,188,dent,147,73,219,108
car (1628).JPEG,269,188,dent,137,104,202,133
car (1629).JPEG,259,194,dent,40,113,103,146
car (1629).JPEG,259,194,dent,105,110,235,167
car (163).jpeg,259,194,intense_damage,63,39,189,133
car (1630).JPEG,275,183,intense_damage,13,1,173,129
car (1630).JPEG,275,183,dent,132,33,226,70
car (1631).JPEG,300,168,intense_damage,186,50,264,130
car (1631).JPEG,300,168,dent,26,83,79,130
car (1632).JPEG,309,163,dent,120,24,192,125
car (1632).JPEG,309,163,dent,217,24,278,137
car (1633).JPEG,275,183,dent,86,82,149,136
car (1633).JPEG,275,183,intense_damage,35,69,145,141
car (1634).JPEG,259,194,intense_damage,47,26,155,139
car (1635).JPEG,259,194,intense_damage,58,84,112,130
car (1636).JPEG,284,177,intense_damage,29,14,125,75
car (1636).JPEG,284,177,intense_damage,127,75,156,113
car (1636).JPEG,284,177,intense_damage,209,64,251,105
car (1637).JPEG,310,163,intense_damage,69,8,302,157
car (1638).JPEG,168,299,intense_damage,55,34,167,257
car (1638).JPEG,168,299,scratch,102,181,153,219
car (1638).JPEG,168,299,scratch,73,91,123,142
car (1638).JPEG,168,299,dent,63,86,127,152
car (164).JPEG,269,187,intense_damage,63,28,215,147
car (166).JPEG,180,281,intense_damage,10,21,155,194
car (167).JPEG,176,286,intense_damage,70,114,127,244
car (168).JPEG,264,191,dent,28,0,198,52
car (168).JPEG,264,191,scratch,213,50,264,94
car (168).JPEG,264,191,scratch,47,16,92,46
car (168).JPEG,264,191,scratch,17,68,38,139
car (169).JPEG,259,194,dent,88,82,144,125
car (17).jpg,259,194,dent,56,47,193,79
car (171).JPEG,269,188,intense_damage,63,113,119,139
car (172).JPEG,259,194,intense_damage,114,106,202,165
car (173).JPEG,183,275,intense_damage,25,78,179,227
car (174).JPEG,269,187,intense_damage,44,75,195,148
car (175).JPEG,267,189,dent,159,16,250,83
car (176).JPEG,259,194,dent,81,68,183,127
car (176).JPEG,259,194,dent,185,23,253,74
car (177).JPEG,268,188,intense_damage,145,71,205,117
car (179).JPEG,270,187,dent,43,40,83,92
car (179).JPEG,270,187,dent,86,47,204,88
car (179).JPEG,270,187,intense_damage,7,96,221,159
car (18).jpg,2000,1500,scratch,838,702,1380,861
car (18).jpg,2000,1500,intense_damage,491,369,758,825
car (18).jpg,2000,1500,dent,823,485,1365,600
car (180).jpeg,334,151,intense_damage,134,58,205,86
car (181).JPEG,259,194,intense_damage,46,86,116,170
car (182).JPEG,284,177,intense_damage,70,39,169,166
car (183).JPEG,284,177,scratch,237,72,254,81
car (183).JPEG,284,177,intense_damage,256,77,276,120
car (185).JPEG,259,194,dent,29,107,82,165
car (185).JPEG,259,194,scratch,36,133,99,158
car (186).JPEG,259,194,dent,19,70,65,106
car (187).JPEG,259,194,dent,91,78,192,140
car (187).JPEG,259,194,scratch,63,95,103,126
car (187).JPEG,259,194,scratch,112,121,196,144
car (187).JPEG,259,194,scratch,126,83,186,110
car (188).JPEG,259,194,intense_damage,18,31,145,185
car (189).JPEG,259,194,dent,123,95,167,119
car (19).jpg,259,194,intense_damage,81,90,157,119
car (190).JPEG,301,167,intense_damage,1,41,227,149
car (191).JPEG,259,194,intense_damage,51,25,200,139
car (192).JPEG,273,185,intense_damage,80,36,193,116
car (193).JPEG,275,183,intense_damage,41,43,138,175
car (194).JPEG,259,194,intense_damage,173,87,258,154
car (194).JPEG,259,194,intense_damage,65,27,116,88
car (195).JPEG,298,169,intense_damage,96,73,206,138
car (196).JPEG,225,225,scratch,69,95,114,150
car (197).JPEG,259,194,intense_damage,62,104,120,127
car (197).JPEG,259,194,dent,70,124,101,156
car (199).JPEG,300,168,dent,90,48,199,107
car (2).JPEG,259,194,dent,140,87,186,118
car (2).JPEG,259,194,dent,14,48,126,108
car (20).jpg,1024,768,dent,503,511,624,578
car (200).JPEG,192,263,scratch,66,170,186,207
car (200).JPEG,192,263,scratch,148,81,191,115
car (200).JPEG,192,263,intense_damage,13,98,192,235
car (201).JPEG,259,194,intense_damage,67,95,183,164
car (203).JPEG,299,168,dent,151,59,245,100
car (204).JPEG,259,194,intense_damage,7,45,232,141
car (205).JPEG,259,194,intense_damage,86,73,188,146
car (206).JPEG,259,194,intense_damage,120,78,177,110
car (207).JPEG,414,122,intense_damage,45,15,336,111
car (208).JPEG,249,202,scratch,104,146,123,162
car (209).JPEG,259,194,scratch,36,69,134,93
car (209).JPEG,259,194,scratch,72,21,142,41
car (209).JPEG,259,194,intense_damage,107,93,158,128
car (21).jpg,278,181,intense_damage,70,109,151,164
car (210).JPEG,274,184,dent,51,130,74,145
car (210).JPEG,274,184,dent,19,66,38,91
car (210).JPEG,274,184,dent,12,20,65,49
car (210).JPEG,274,184,dent,71,8,143,55
car (211).JPEG,275,183,intense_damage,32,81,176,167
car (212).JPEG,300,168,intense_damage,18,48,114,115
car (213).JPEG,299,168,scratch,152,61,204,132
car (214).JPEG,259,194,intense_damage,84,62,177,161
car (214).JPEG,259,194,dent,188,70,230,109
car (215).JPEG,275,183,intense_damage,20,33,121,130
car (216).JPEG,225,225,intense_damage,46,93,127,223
car (217).JPEG,275,183,dent,23,88,139,130
car (218).JPEG,224,225,intense_damage,24,70,147,192
car (219).JPEG,259,194,intense_damage,136,84,193,177
car (22).jpg,259,194,dent,77,82,138,131
car (220).JPEG,300,168,dent,99,52,209,133
car (221).JPEG,259,194,intense_damage,147,126,226,166
car (222).JPEG,259,194,intense_damage,42,105,205,160
car (223).JPEG,254,198,intense_damage,84,21,248,166
car (224).JPEG,322,156,intense_damage,18,52,111,129
car (225).JPEG,259,194,intense_damage,51,59,143,162
car (226).JPEG,275,183,intense_damage,89,11,190,108
car (226).JPEG,275,183,dent,139,51,177,74
car (227).JPEG,259,194,intense_damage,189,119,239,175
car (228).JPEG,259,194,intense_damage,146,99,211,166
car (229).JPEG,262,192,intense_damage,14,82,193,157
car (229).JPEG,262,192,dent,112,31,185,74
car (23).jpg,640,480,dent,338,273,495,360
car (23).jpg,640,480,dent,336,126,551,205
car (230).JPEG,259,194,dent,116,65,181,103
car (230).JPEG,259,194,dent,70,64,101,121
car (230).JPEG,259,194,intense_damage,125,63,191,134
car (231).JPEG,275,183,dent,5,61,81,126
car (231).JPEG,275,183,scratch,56,136,94,172
car (231).JPEG,275,183,intense_damage,19,19,52,47
car (231).JPEG,275,183,intense_damage,77,45,112,74
car (232).JPEG,301,167,intense_damage,43,48,220,153
car (233).JPEG,269,187,intense_damage,79,74,154,149
car (233).JPEG,269,187,dent,138,82,168,96
car (233).JPEG,269,187,dent,179,77,208,134
car (234).JPEG,259,194,dent,41,100,83,123
car (234).JPEG,259,194,intense_damage,90,96,130,151
car (234).JPEG,259,194,intense_damage,8,118,121,140
car (235).JPEG,299,168,intense_damage,181,70,283,146
car (236).JPEG,275,183,dent,70,81,132,136
car (236).JPEG,275,183,dent,119,33,178,76
car (237).JPEG,259,194,dent,109,94,206,161
car (238).JPEG,259,194,intense_damage,43,82,221,157
car (239).JPEG,275,183,scratch,177,148,269,178
car (239).JPEG,275,183,intense_damage,140,74,269,183
car (24).jpg,275,183,dent,92,89,165,124
car (240).JPEG,259,194,intense_damage,131,95,221,159
car (241).jpeg,269,188,intense_damage,90,75,156,132
car (242).JPEG,264,191,intense_damage,47,74,236,159
car (243).JPEG,300,168,intense_damage,86,47,293,144
car (244).JPEG,259,194,intense_damage,35,76,192,157
car (245).JPEG,259,194,intense_damage,41,74,212,171
car (246).JPEG,299,168,intense_damage,68,86,141,128
car (247).JPEG,259,194,dent,71,57,138,114
car (248).JPEG,276,183,intense_damage,48,123,195,163
car (248).JPEG,276,183,intense_damage,123,41,207,84
car (249).JPEG,259,194,intense_damage,42,7,155,117
car (25).jpg,375,210,dent,204,93,302,159
car (250).JPEG,316,159,intense_damage,37,24,124,147
car (251).JPEG,275,183,intense_damage,158,68,232,126
car (252).JPEG,305,165,intense_damage,33,69,143,120
car (253).JPEG,277,182,intense_damage,21,71,145,129
car (253).JPEG,277,182,intense_damage,132,39,212,114
car (254).JPEG,194,259,dent,8,94,156,147
car (255).JPEG,300,168,dent,59,93,166,143
car (256).JPEG,259,194,dent,134,109,219,131
car (257).JPEG,257,196,intense_damage,44,58,134,157
car (258).JPEG,286,176,intense_damage,87,64,281,174
car (259).JPEG,271,186,intense_damage,34,42,236,171
car (26).JPEG,275,183,dent,206,68,226,93
car (26).JPEG,275,183,intense_damage,61,27,185,53
car (26).JPEG,275,183,dent,54,72,106,112
car (260).JPEG,264,191,dent,191,86,217,108
car (260).JPEG,264,191,intense_damage,185,45,259,134
car (261).JPEG,194,259,intense_damage,37,71,128,154
car (262).JPEG,300,168,intense_damage,105,55,257,143
car (263).JPEG,275,183,scratch,216,89,228,101
car (263).JPEG,275,183,intense_damage,141,46,213,126
car (264).JPEG,227,222,dent,113,98,183,142
car (265).JPEG,189,267,scratch,47,100,99,124
car (265).JPEG,189,267,scratch,1,154,39,206
car (265).JPEG,189,267,dent,35,87,101,142
car (266).JPEG,288,175,intense_damage,97,87,180,153
car (267).JPEG,275,183,intense_damage,1,23,179,115
car (267).JPEG,275,183,scratch,86,118,210,145
car (267).JPEG,275,183,dent,223,35,271,89
car (268).JPEG,259,194,intense_damage,113,111,200,174
car (269).JPEG,261,193,intense_damage,34,40,206,188
car (27).JPEG,259,194,dent,185,4,248,76
car (270).JPEG,278,181,intense_damage,113,58,176,161
car (271).JPEG,299,168,intense_damage,83,66,125,97
car (271).JPEG,299,168,dent,170,77,184,97
car (272).JPEG,259,194,scratch,108,34,160,69
car (272).JPEG,259,194,scratch,53,52,104,168
car (272).JPEG,259,194,scratch,155,93,202,118
car (272).JPEG,259,194,scratch,173,10,253,61
car (272).JPEG,259,194,scratch,231,73,259,84
car (273).JPEG,259,194,intense_damage,83,80,211,122
car (274).JPEG,259,194,intense_damage,108,88,160,128
car (274).JPEG,259,194,intense_damage,120,129,200,157
car (274).JPEG,259,194,intense_damage,109,35,137,70
car (275).JPEG,281,180,intense_damage,144,41,221,88
car (277).JPEG,299,168,intense_damage,133,88,170,114
car (278).JPEG,259,194,intense_damage,46,135,87,174
car (278).JPEG,259,194,intense_damage,76,58,98,100
car (279).JPEG,274,184,intense_damage,108,64,195,113
car (28).JPEG,224,224,dent,44,94,111,145
car (280).JPEG,296,170,intense_damage,161,65,240,132
car (281).JPEG,259,194,intense_damage,19,111,142,177
car (282).JPEG,259,194,intense_damage,166,72,245,167
car (282).JPEG,259,194,dent,76,17,171,71
car (283).JPEG,300,168,dent,99,97,131,120
car (283).JPEG,300,168,intense_damage,77,73,134,103
car (283).JPEG,300,168,intense_damage,138,68,177,84
car (284).JPEG,259,194,intense_damage,174,91,246,128
car (285).JPEG,286,176,intense_damage,125,13,222,67
car (286).JPEG,300,168,intense_damage,99,77,252,124
car (287).JPEG,284,177,intense_damage,191,39,278,136
car (288).JPEG,259,194,dent,54,100,247,140
car (290).JPEG,259,194,intense_damage,14,89,105,165
car (290).JPEG,259,194,dent,49,72,131,99
car (291).JPEG,259,194,intense_damage,33,63,178,172
car (292).JPEG,275,183,dent,193,61,262,128
car (293).JPEG,267,188,dent,147,75,197,111
car (293).JPEG,267,188,dent,116,121,192,188
car (294).JPEG,259,194,intense_damage,136,70,245,124
car (295).JPEG,259,194,scratch,28,114,85,170
car (295).JPEG,259,194,scratch,140,70,210,86
car (295).JPEG,259,194,scratch,83,61,114,87
car (295).JPEG,259,194,scratch,73,82,164,111
car (295).JPEG,259,194,scratch,102,152,124,192
car (296).JPEG,168,300,intense_damage,64,112,150,178
car (297).JPEG,259,194,intense_damage,99,49,163,98
car (297).JPEG,259,194,dent,83,93,126,139
car (298).JPEG,259,194,scratch,11,102,68,155
car (298).JPEG,259,194,dent,103,72,153,106
car (299).JPEG,259,194,intense_damage,95,65,188,132
car (3).jpg,612,406,intense_damage,94,186,300,336
car (30).JPEG,294,171,dent,42,40,66,86
car (30).JPEG,294,171,intense_damage,57,73,137,147
car (300).JPEG,275,183,dent,120,46,176,105
car (300).JPEG,275,183,dent,172,32,221,55
car (300).JPEG,275,183,scratch,92,116,113,131
car (301).JPEG,259,194,intense_damage,48,45,147,99
car (302).JPEG,259,194,intense_damage,166,52,198,90
car (302).JPEG,259,194,intense_damage,73,62,103,88
car (302).JPEG,259,194,dent,116,54,159,100
car (303).JPEG,194,259,dent,120,39,153,62
car (303).JPEG,194,259,intense_damage,102,69,141,140
car (304).JPEG,259,194,intense_damage,53,56,119,137
car (304).JPEG,259,194,intense_damage,133,26,194,87
car (305).JPEG,259,194,intense_damage,65,84,105,140
car (306).JPEG,259,194,intense_damage,96,50,190,75
car (307).JPEG,255,198,dent,138,107,170,129
car (307).JPEG,255,198,dent,40,109,92,131
car (307).JPEG,255,198,dent,98,107,128,141
car (307).JPEG,255,198,dent,175,113,201,142
car (307).JPEG,255,198,intense_damage,14,73,228,148
car (308).JPEG,275,183,scratch,101,106,125,129
car (308).JPEG,275,183,scratch,163,113,201,128
car (308).JPEG,275,183,dent,80,88,211,138
car (309).jpeg,259,194,dent,144,84,195,132
car (31).JPEG,259,194,dent,63,89,150,127
car (310).JPEG,276,183,dent,66,116,119,149
car (311).JPEG,284,177,intense_damage,64,91,119,151
car (311).JPEG,284,177,dent,109,80,165,121
car (311).JPEG,284,177,dent,170,62,209,119
car (311).JPEG,284,177,intense_damage,129,18,228,54
car (312).JPEG,300,168,dent,170,63,236,123
car (313).jpeg,260,194,dent,78,75,166,146
car (314).JPEG,259,194,dent,52,47,130,132
car (315).JPEG,259,194,dent,146,65,222,123
car (315).JPEG,259,194,scratch,155,102,205,116
car (316).JPEG,284,178,intense_damage,73,51,127,116
car (317).JPEG,259,194,dent,73,78,144,113
car (318).JPEG,261,193,dent,33,119,72,141
car (318).JPEG,261,193,dent,96,115,143,142
car (319).JPEG,259,194,scratch,105,115,135,136
car (319).JPEG,259,194,scratch,122,76,142,88
car (319).JPEG,259,194,scratch,116,45,142,66
car (320).JPEG,280,180,dent,34,87,115,146
car (321).JPEG,300,168,dent,141,86,221,107
car (322).jpeg,275,183,dent,93,69,183,140
car (323).JPEG,275,183,dent,31,80,100,131
car (323).JPEG,275,183,dent,105,81,197,136
car (323).JPEG,275,183,dent,124,39,180,73
car (324).JPEG,290,174,scratch,103,88,129,117
car (324).JPEG,290,174,scratch,132,66,152,74
car (324).JPEG,290,174,scratch,154,68,176,112
car (325).JPEG,275,183,scratch,0,64,44,88
car (325).JPEG,275,183,scratch,140,58,168,117
car (325).JPEG,275,183,scratch,223,71,256,85
car (325).JPEG,275,183,scratch,210,53,231,69
car (325).JPEG,275,183,scratch,100,92,117,104
car (325).JPEG,275,183,scratch,167,125,190,137
car (326).JPEG,194,259,intense_damage,11,114,194,206
car (327).JPEG,313,161,intense_damage,39,51,170,152
car (328).JPEG,263,192,scratch,127,131,212,153
car (328).JPEG,263,192,dent,122,18,186,124
car (329).JPEG,275,183,scratch,131,131,189,152
car (329).JPEG,275,183,dent,134,72,205,121
car (33).JPEG,275,183,dent,161,57,212,78
car (33).JPEG,275,183,intense_damage,111,86,269,149
car (330).JPEG,288,175,intense_damage,160,55,190,138
car (331).JPEG,259,194,intense_damage,106,60,185,117
car (331).JPEG,259,194,intense_damage,69,117,152,153
car (332).JPEG,259,194,dent,133,86,218,116
car (332).JPEG,259,194,dent,79,106,135,152
car (332).JPEG,259,194,scratch,145,135,193,149
car (333).JPEG,290,173,intense_damage,75,8,243,157
car (334).JPEG,273,184,dent,121,60,230,114
car (335).JPEG,268,188,intense_damage,20,82,98,136
car (336).JPEG,298,169,dent,97,95,132,108
car (336).JPEG,298,169,intense_damage,61,112,144,156
car (337).JPEG,266,189,dent,111,33,194,136
car (338).JPEG,283,178,intense_damage,17,70,111,100
car (338).JPEG,283,178,dent,1,108,128,142
car (339).JPEG,275,183,intense_damage,67,32,158,105
car (34).JPEG,278,181,intense_damage,116,81,268,148
car (340).JPEG,182,277,intense_damage,107,55,178,145
car (340).JPEG,182,277,scratch,27,165,182,201
car (340).JPEG,182,277,intense_damage,10,128,155,164
car (340).JPEG,182,277,dent,35,70,70,104
car (341).JPEG,300,168,intense_damage,83,22,218,86
car (342).JPEG,259,194,intense_damage,193,27,242,89
car (342).JPEG,259,194,dent,145,82,198,103
car (343).JPEG,299,168,dent,164,39,224,62
car (343).JPEG,299,168,intense_damage,24,3,111,108
car (344).jpeg,278,182,intense_damage,46,63,108,137
car (345).JPEG,194,259,intense_damage,83,174,183,232
car (345).JPEG,194,259,dent,129,174,164,210
car (346).JPEG,260,194,dent,98,76,143,102
car (347).JPEG,264,191,dent,128,79,171,108
car (348).JPEG,259,194,dent,99,70,168,135
car (349).JPEG,310,162,dent,51,93,109,133
car (35).JPEG,274,184,dent,131,38,199,69
car (35).JPEG,274,184,intense_damage,11,26,105,98
car (35).JPEG,274,184,intense_damage,210,19,258,81
car (350).JPEG,259,194,dent,139,99,216,164
car (351).JPEG,258,195,intense_damage,26,58,133,141
car (352).jpeg,275,183,intense_damage,42,97,260,172
car (353).JPEG,275,183,intense_damage,111,67,236,171
car (354).JPEG,275,183,dent,140,75,200,128
car (354).JPEG,275,183,scratch,138,135,188,150
car (354).JPEG,275,183,scratch,97,97,212,118
car (355).JPEG,244,207,intense_damage,42,97,117,154
car (356).JPEG,276,183,dent,82,100,142,157
car (357).JPEG,259,194,dent,172,71,201,93
car (357).JPEG,259,194,intense_damage,126,76,233,127
car (358).JPEG,259,194,dent,93,68,176,129
car (358).JPEG,259,194,scratch,121,125,205,136
car (358).JPEG,259,194,scratch,134,144,196,164
car (358).JPEG,259,194,intense_damage,199,94,251,189
car (359).JPEG,260,194,dent,147,79,179,104
car (36).JPEG,296,170,intense_damage,7,44,180,138
car (360).jpeg,263,191,intense_damage,68,72,192,132
car (361).JPEG,276,183,intense_damage,37,32,94,56
car (361).JPEG,276,183,intense_damage,76,63,222,141
car (362).JPEG,259,194,intense_damage,76,29,240,126
car (363).JPEG,259,194,dent,87,0,198,32
car (364).JPEG,179,281,intense_damage,30,109,171,273
car (365).JPEG,225,225,intense_damage,82,72,167,175
car (366).JPEG,259,194,intense_damage,81,46,166,106
car (366).JPEG,259,194,scratch,182,88,207,110
car (366).JPEG,259,194,scratch,173,48,221,64
car (367).JPEG,267,189,intense_damage,165,9,244,159
car (368).JPEG,275,183,intense_damage,114,9,236,125
car (369).JPEG,274,184,dent,84,66,138,124
car (37).JPEG,274,184,intense_damage,117,62,189,133
car (370).JPEG,179,281,intense_damage,42,70,129,200
car (371).JPEG,225,225,intense_damage,89,58,202,144
car (372).JPEG,259,194,intense_damage,105,64,210,114
car (373).JPEG,269,188,intense_damage,53,83,123,135
car (374).jpeg,259,195,intense_damage,18,48,126,101
car (375).JPEG,275,183,intense_damage,195,71,241,138
car (376).JPEG,269,188,intense_damage,118,37,235,89
car (377).JPEG,259,194,scratch,123,70,196,113
car (377).JPEG,259,194,dent,172,6,205,57
car (378).JPEG,269,188,intense_damage,60,85,156,149
car (379).JPEG,282,179,intense_damage,91,112,153,139
car (38).JPEG,259,194,intense_damage,5,107,137,154
car (38).JPEG,259,194,dent,51,98,94,122
car (380).JPEG,269,188,intense_damage,90,17,170,141
car (381).JPEG,259,194,intense_damage,38,23,186,180
car (382).jpeg,259,194,intense_damage,135,95,229,173
car (383).JPEG,263,192,intense_damage,43,59,216,149
car (384).JPEG,280,180,dent,201,18,266,65
car (384).JPEG,280,180,scratch,121,108,229,155
car (384).JPEG,280,180,scratch,61,115,100,135
car (385).JPEG,194,259,dent,79,84,180,154
car (386).JPEG,275,183,intense_damage,120,63,171,125
car (387).JPEG,269,187,intense_damage,38,72,235,167
car (388).JPEG,275,183,intense_damage,24,72,178,167
car (389).JPEG,259,194,intense_damage,73,84,155,174
car (39).JPEG,268,188,intense_damage,81,84,197,147
car (390).JPEG,259,194,dent,213,85,251,115
car (391).JPEG,259,194,intense_damage,126,97,174,154
car (391).JPEG,259,194,scratch,180,109,194,129
car (391).JPEG,259,194,dent,138,77,194,96
car (392).JPEG,299,168,intense_damage,133,6,205,68
car (393).JPEG,291,173,intense_damage,37,48,174,166
car (394).JPEG,259,194,intense_damage,20,102,150,167
car (395).JPEG,266,189,intense_damage,81,33,254,160
car (396).JPEG,259,194,scratch,196,86,246,142
car (396).JPEG,259,194,scratch,171,5,213,26
car (397).JPEG,266,189,intense_damage,61,66,226,98
car (397).JPEG,266,189,dent,120,55,173,72
car (398).JPEG,259,194,intense_damage,43,67,226,166
car (399).jpeg,300,168,intense_damage,72,53,191,130
car (4).jpg,612,408,intense_damage,360,159,522,286
car (40).JPEG,260,194,intense_damage,102,58,214,150
car (400).JPEG,300,168,dent,131,45,200,80
car (400).JPEG,300,168,dent,207,44,226,74
car (400).JPEG,300,168,intense_damage,161,11,208,42
car (400).JPEG,300,168,intense_damage,89,75,166,106
car (401).JPEG,254,198,intense_damage,90,35,125,77
car (401).JPEG,254,198,dent,138,14,183,59
car (401).JPEG,254,198,intense_damage,0,109,128,176
car (402).JPEG,245,206,intense_damage,67,99,192,182
car (403).JPEG,259,194,intense_damage,20,90,136,157
car (404).JPEG,275,183,intense_damage,22,14,98,121
car (405).JPEG,259,194,dent,157,71,187,101
car (405).JPEG,259,194,intense_damage,118,97,243,167
car (405).JPEG,259,194,dent,184,78,213,99
car (406).JPEG,275,183,dent,0,106,31,129
car (406).JPEG,275,183,dent,21,81,67,107
car (407).JPEG,240,210,intense_damage,50,130,163,210
car (408).JPEG,266,189,intense_damage,93,69,183,118
car (409).jpeg,299,168,dent,39,46,81,68
car (409).jpeg,299,168,intense_damage,3,58,106,130
car (41).JPEG,260,194,intense_damage,117,59,219,115
car (411).JPEG,328,154,intense_damage,212,59,311,128
car (412).JPEG,275,183,intense_damage,39,26,237,158
car (413).JPEG,295,171,intense_damage,166,89,251,158
car (414).JPEG,259,194,intense_damage,36,83,172,135
car (416).JPEG,259,194,intense_damage,70,49,204,91
car (417).JPEG,277,182,intense_damage,27,4,277,133
car (418).JPEG,261,193,intense_damage,6,16,127,170
car (419).JPEG,290,174,scratch,127,80,164,90
car (42).JPEG,194,259,intense_damage,109,117,184,224
car (420).JPEG,275,183,intense_damage,116,78,252,179
car (422).JPEG,259,194,scratch,203,63,241,84
car (423).JPEG,259,194,intense_damage,43,47,230,144
car (424).JPEG,259,194,intense_damage,27,59,153,130
car (425).JPEG,367,137,intense_damage,67,14,252,115
car (426).JPEG,259,195,intense_damage,23,43,232,181
car (427).JPEG,275,183,intense_damage,3,82,180,169
car (427).JPEG,275,183,dent,94,55,155,94
car (428).JPEG,259,194,intense_damage,133,79,259,182
car (428).JPEG,259,194,intense_damage,18,12,163,87
car (429).jpeg,245,205,intense_damage,1,77,84,183
car (429).jpeg,245,205,dent,82,95,153,143
car (429).jpeg,245,205,intense_damage,156,84,213,201
car (43).JPEG,259,194,intense_damage,24,70,139,148
car (43).JPEG,259,194,scratch,126,99,148,139
car (430).JPEG,259,194,dent,18,78,43,150
car (431).JPEG,259,194,dent,135,74,225,95
car (432).JPEG,318,159,intense_damage,60,3,216,129
car (433).JPEG,259,194,dent,45,67,132,159
car (434).JPEG,260,194,intense_damage,34,36,244,194
car (435).JPEG,259,194,intense_damage,48,97,155,170
car (436).JPEG,194,259,intense_damage,45,90,108,188
car (437).JPEG,259,194,intense_damage,24,72,109,164
car (438).JPEG,299,168,dent,152,86,190,123
car (439).JPEG,300,168,scratch,147,34,210,96
car (439).JPEG,300,168,scratch,91,13,154,44
car (439).JPEG,300,168,dent,75,10,182,104
car (44).JPEG,259,194,dent,86,66,140,93
car (44).JPEG,259,194,intense_damage,141,78,179,141
car (440).JPEG,275,183,intense_damage,9,37,240,177
car (441).JPEG,308,164,intense_damage,119,35,211,70
car (441).JPEG,308,164,intense_damage,58,26,86,116
car (442).JPEG,260,194,intense_damage,54,6,174,107
car (443).JPEG,299,168,intense_damage,60,70,121,155
car (443).JPEG,299,168,dent,127,80,157,107
car (443).JPEG,299,168,dent,162,63,190,95
car (443).JPEG,299,168,dent,75,63,111,89
car (444).JPEG,300,168,intense_damage,84,8,226,104
car (445).JPEG,259,194,dent,12,68,39,91
car (446).JPEG,259,194,dent,153,84,195,127
car (446).JPEG,259,194,dent,39,84,90,117
car (447).JPEG,300,168,dent,149,98,196,139
car (448).JPEG,290,173,intense_damage,49,39,77,111
car (448).JPEG,290,173,dent,82,43,111,64
car (45).JPEG,308,164,dent,190,11,240,52
car (450).JPEG,275,183,dent,17,32,102,98
car (450).JPEG,275,183,dent,77,112,153,183
car (450).JPEG,275,183,dent,200,0,275,45
car (451).jpeg,269,188,intense_damage,81,40,175,143
car (452).JPEG,259,194,intense_damage,0,29,249,171
car (453).JPEG,273,184,intense_damage,142,77,237,173
car (454).JPEG,259,194,intense_damage,106,63,232,158
car (455).JPEG,259,194,intense_damage,17,18,213,190
car (456).JPEG,259,194,intense_damage,87,44,221,120
car (457).JPEG,266,190,dent,22,75,64,102
car (457).JPEG,266,190,dent,70,85,112,110
car (457).JPEG,266,190,dent,129,108,142,134
car (458).JPEG,275,183,intense_damage,80,65,162,132
car (459).JPEG,300,168,intense_damage,152,62,289,166
car (46).JPEG,259,194,intense_damage,117,61,244,166
car (460).JPEG,273,185,intense_damage,219,115,264,149
car (461).JPEG,259,194,intense_damage,78,50,180,179
car (462).JPEG,251,201,intense_damage,46,69,215,174
car (463).jpg,1024,683,dent,163,360,653,507
car (463).jpg,1024,683,dent,101,128,329,341
car (463).jpg,1024,683,dent,347,172,642,356
car (464).jpg,612,410,intense_damage,39,115,375,360
car (465).JPEG,268,188,intense_damage,33,57,175,162
car (466).JPEG,300,168,intense_damage,90,8,270,118
car (466).JPEG,300,168,scratch,178,127,292,168
car (467).jpeg,270,187,intense_damage,25,9,180,155
car (468).JPEG,253,199,intense_damage,111,65,227,165
car (469).JPEG,260,194,intense_damage,33,0,102,71
car (469).JPEG,260,194,intense_damage,63,68,176,115
car (469).JPEG,260,194,dent,109,9,184,62
car (469).JPEG,260,194,dent,30,28,71,69
car (47).JPEG,259,194,intense_damage,3,66,187,146
car (470).JPEG,253,199,intense_damage,117,96,240,154
